name,address,latitude,longitude,hours,website,phone,cuisine,source,maps_link
Little Savannah,"3811 Clairmont Avenue South, Birmingham, AL, 35222",33.5147373,-86.7738631,,https://www.littlesavannah.com,,,https://www.openstreetmap.org/node/6489661225,https://www.google.com/maps/search/?api=1&query=Little%20Savannah%2033.5147373%2C-86.7738631
Logan's Roadhouse,"Logan's Roadhouse, 4th Avenue, Fultondale, Jefferson County, Alabama, 35068, United States",33.6030763,-86.8065888,,,,american,https://www.openstreetmap.org/way/885665693,https://www.google.com/maps/search/?api=1&query=Logan's%20Roadhouse%2033.6030763%2C-86.8065888
LongHorn Steakhouse,"LongHorn Steakhouse, US 280, Hoover, Shelby County, Alabama, 35261, United States",33.4219921,-86.696842,,,,steak_house,https://www.openstreetmap.org/way/819609602,https://www.google.com/maps/search/?api=1&query=LongHorn%20Steakhouse%2033.4219921%2C-86.696842
Los Amigos Mexican Restaurant,"2839 7th Ave S, Birmingham, AL 35233",,,,,205-324-5896,Mexican,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Los%20Amigos%20Mexican%20Restaurant%202839%207th%20Ave%20S%2C%20Birmingham%2C%20AL%2035233
Los Arcos,"Los Arcos, Cresthill Road, Crestline Gardens, Crestview Hills, Birmingham, Jefferson County, Alabama, 35213, United States",33.5275879,-86.731592,,https://www.losarcostogo.com,,,https://www.openstreetmap.org/node/8427060092,https://www.google.com/maps/search/?api=1&query=Los%20Arcos%2033.5275879%2C-86.731592
Los Juanes,"Los Juanes, 401, 19th Street South, Fourth Avenue Historic District, Five Points South, Birmingham, Jefferson County, Alabama, 35233, United States",33.5081577,-86.8030454,,,,mexican,https://www.openstreetmap.org/node/8916825976,https://www.google.com/maps/search/?api=1&query=Los%20Juanes%2033.5081577%2C-86.8030454
Luca Lagotto,"2212 1st Ave N, Birmingham, AL 35203",,,,(search: “Luca Lagotto Birmingham Resy”),,Italian,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Luca%20Lagotto%202212%201st%20Ave%20N%2C%20Birmingham%2C%20AL%2035203
Luna Latin Cuisine,"3008 Clairmont Ave S, Birmingham, AL 35205",,,,(search: “Luna Latin Cuisine Birmingham”),(205) 502-7029,Latin American,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Luna%20Latin%20Cuisine%203008%20Clairmont%20Ave%20S%2C%20Birmingham%2C%20AL%2035205
Magic Wok,"Magic Wok, 401, 19th Street South, Fourth Avenue Historic District, Five Points South, Birmingham, Jefferson County, Alabama, 35233, United States",33.5079136,-86.8028725,,,,chinese,https://www.openstreetmap.org/node/8916825975,https://www.google.com/maps/search/?api=1&query=Magic%20Wok%2033.5079136%2C-86.8028725
Makarios,"Makarios, 10th Avenue South, Highland Avenue Historic District, Five Points South, Birmingham, Jefferson County, Alabama, 35205, United States",33.50202,-86.7975972,,https://www.makarioskabob.com/,,greek,https://www.openstreetmap.org/way/629702622,https://www.google.com/maps/search/?api=1&query=Makarios%2033.50202%2C-86.7975972
Makarios Kabob & Grill,"940 20th St S, Birmingham, AL 35205",,,,makarioskabob940.com,(205) 731-7414,Mediterranean / Middle Eastern,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Makarios%20Kabob%20%26%20Grill%20940%2020th%20St%20S%2C%20Birmingham%2C%20AL%2035205
Margarita Grill,"234 Cahaba Valley Rd, Pelham, AL 35124",,,,margarita-grill.com,,Mexican / Tex-Mex,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Margarita%20Grill%20234%20Cahaba%20Valley%20Rd%2C%20Pelham%2C%20AL%2035124
Martin's Bar-B-Que,"3029 Pump House Rd, Vestavia Hills, AL 35243",,,,https://www.martinsbbqjoint.com/birmingham,(205) 715-8999,Barbecue,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Martin's%20Bar-B-Que%203029%20Pump%20House%20Rd%2C%20Vestavia%20Hills%2C%20AL%2035243
Marty's GM,"5415 Beacon Dr, Irondale, AL 35210",,,,,(205) 777-3852,"American, Sports Bar",BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Marty's%20GM%205415%20Beacon%20Dr%2C%20Irondale%2C%20AL%2035210
Marty's TV,,,,,,,Bar Food / Pub,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Marty's%20TV
Marty’s TV (Marty’s Trussville),"1423 Gadsden Hwy, Suite 131, Birmingham, AL 35235",,,,(search: “Marty’s Trussville MTV”),,Bar / Pub Food,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Marty%E2%80%99s%20TV%20(Marty%E2%80%99s%20Trussville)%201423%20Gadsden%20Hwy%2C%20Suite%20131%2C%20Birmingham%2C%20AL%2035235
Masaman Thai Kitchen,"790 Montgomery Hwy, Ste 104, Vestavia Hills, AL 35216",,,,,(205) 200-0711,Thai,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Masaman%20Thai%20Kitchen%20790%20Montgomery%20Hwy%2C%20Ste%20104%2C%20Vestavia%20Hills%2C%20AL%2035216
Maya Mexican Restaurant,"521 Montgomery Hwy, Vestavia Hills, AL 35216",,,,https://www.mayamexicanbirmingham.com,,Mexican,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Maya%20Mexican%20Restaurant%20521%20Montgomery%20Hwy%2C%20Vestavia%20Hills%2C%20AL%2035216
Mellow Mushroom,"Mellow Mushroom, 12th Avenue South, Phelan Park Historic District, Five Points South, Birmingham, Jefferson County, Alabama, 35205, United States",33.4992872,-86.7959541,,,,pizza,https://www.openstreetmap.org/way/745897478,https://www.google.com/maps/search/?api=1&query=Mellow%20Mushroom%2033.4992872%2C-86.7959541
Melt,"4105 4th Ave S, Birmingham, AL 35222",,,,https://ilovemelt.com/,(205) 917-5000,American / Sandwiches,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Melt%204105%204th%20Ave%20S%2C%20Birmingham%2C%20AL%2035222
Metro Diner,"Metro Diner, Calumet Way, Tutwiler Farm, Trussville, Jefferson County, Alabama, 35173, United States",33.6125662,-86.624487,,,,,https://www.openstreetmap.org/node/7140234617,https://www.google.com/maps/search/?api=1&query=Metro%20Diner%2033.6125662%2C-86.624487
Mexico Lindo Bar & Grill,"350 Hollywood Blvd, Mountain Brook, AL 35223",33.4828547,-86.7780164,,mexicolindobham.com,(205) 870-8154,Mexican,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Mexico%20Lindo%20Bar%20%26%20Grill%20350%20Hollywood%20Blvd%2C%20Mountain%20Brook%2C%20AL%2035223
Mezon,"2900 4th Ave S, Birmingham, AL 35233 (at Mayawell)",,,,,(205) 876-5981,"Latin American, Food Truck",BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Mezon%202900%204th%20Ave%20S%2C%20Birmingham%2C%20AL%2035233%20(at%20Mayawell)
Mi Pueblo,"Birmingham, AL (Mi Pueblo Supermarket – exact street TBD)",,,,(search: “Mi Pueblo Supermarket Birmingham AL”),,Mexican / Market,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Mi%20Pueblo%20Birmingham%2C%20AL%20(Mi%20Pueblo%20Supermarket%20%E2%80%93%20exact%20street%20TBD)
Michael's Restaurant,"1525 1st Ave S, Birmingham, AL 35233",,,,https://michaelssteakandseafood.com,,Steakhouse/Seafood,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Michael's%20Restaurant%201525%201st%20Ave%20S%2C%20Birmingham%2C%20AL%2035233
Miss Myra's,"Miss Myra's, Cahaba Heights Road, Cahaba Heights, Vestavia Hills, Jefferson County, Alabama, 35243, United States",33.4543438,-86.7261764,,https://www.missmyras.com/,,barbecue,https://www.openstreetmap.org/way/640417617,https://www.google.com/maps/search/?api=1&query=Miss%20Myra's%2033.4543438%2C-86.7261764
Miss Myra’s Pit Bar-B-Q,"3278 Cahaba Heights Rd, Birmingham, AL 35243",,,,missmyras.com,(205) 967-6004,Barbecue,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Miss%20Myra%E2%80%99s%20Pit%20Bar-B-Q%203278%20Cahaba%20Heights%20Rd%2C%20Birmingham%2C%20AL%2035243
Mizu Japanese Steak,"Mizu Japanese Steak, Veterans Circle, Trussville, Jefferson County, Alabama, 35235, United States",33.5979669,-86.6432786,,,,japanese,https://www.openstreetmap.org/node/12065116755,https://www.google.com/maps/search/?api=1&query=Mizu%20Japanese%20Steak%2033.5979669%2C-86.6432786
Momma Goldberg's,"Momma Goldberg's, Frank Street, Trussville, Jefferson County, Alabama, 35173, United States",33.6425467,-86.6246545,,,,sandwich,https://www.openstreetmap.org/node/2089486957,https://www.google.com/maps/search/?api=1&query=Momma%20Goldberg's%2033.6425467%2C-86.6246545
Mr. Chen's Authentic Chinese Cooking,"808 Green Springs Hwy Ste 140, Homewood, AL 35209",,,,https://www.mrchenshomewood.com,(205) 942-5000,Chinese,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Mr.%20Chen's%20Authentic%20Chinese%20Cooking%20808%20Green%20Springs%20Hwy%20Ste%20140%2C%20Homewood%2C%20AL%2035209
Mr. P's Deli,"813 Shades Crest Rd, Birmingham, AL 35226",,,,https://www.mrpdeli.com/,(205) 823-6136,Deli / Sandwiches,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Mr.%20P's%20Deli%20813%20Shades%20Crest%20Rd%2C%20Birmingham%2C%20AL%2035226
Mr. Shawarma,"1011 20th Street South, Birmingham, AL, 35205",33.5015406,-86.7966334,,https://www.mrshawarma.biz/,-6388,middle_eastern,https://www.openstreetmap.org/way/1222061370,https://www.google.com/maps/search/?api=1&query=Mr.%20Shawarma%2033.5015406%2C-86.7966334
Mr. West's Asian Kitchen,"2808 7th Ave S, Suite 109, Birmingham, AL 35233",33.618645,-86.6094701,,https://www.mrwests.com/,(659) 202-0128,asian,https://www.openstreetmap.org/way/205564895,https://www.google.com/maps/search/?api=1&query=Mr.%20West's%20Asian%20Kitchen%2033.618645%2C-86.6094701
Mudtown,"Mudtown, Green Valley Road, Overton Manor, Asbury Park, Cahaba Heights, Vestavia Hills, Jefferson County, Alabama, 35243, United States",33.4604017,-86.7335308,Mo-Su 11:00-23:00,,,,https://www.openstreetmap.org/node/966025383,https://www.google.com/maps/search/?api=1&query=Mudtown%2033.4604017%2C-86.7335308
Mugshots Grill & Bar,"Mugshots Grill & Bar, Interstate 59 Alley, Birmingham, Jefferson County, Alabama, 35203, United States",33.5258465,-86.8076659,,,,american,https://www.openstreetmap.org/node/5889497208,https://www.google.com/maps/search/?api=1&query=Mugshots%20Grill%20%26%20Bar%2033.5258465%2C-86.8076659
Munchie's on 5th Bar & Grill,"1000 5th Ave S, Birmingham, AL 35233",,,,,,Bar & Grill / American,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Munchie's%20on%205th%20Bar%20%26%20Grill%201000%205th%20Ave%20S%2C%20Birmingham%2C%20AL%2035233
Naji's Pita Gourmet,"166 W Valley Ave, Birmingham, AL 35209",,,,https://www.facebook.com/najispitagourmet,(205) 945-6001,Middle Eastern,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Naji's%20Pita%20Gourmet%20166%20W%20Valley%20Ave%2C%20Birmingham%2C%20AL%2035209
New China,"New China, Tyler Road, Crest Estates, Hoover, Jefferson County, Alabama, 35226, United States",33.41698,-86.844587,,,,chinese,https://www.openstreetmap.org/node/5711037857,https://www.google.com/maps/search/?api=1&query=New%20China%2033.41698%2C-86.844587
New China Town,"1020 20th St S, Birmingham, AL 35205",,,,,,Chinese,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=New%20China%20Town%201020%2020th%20St%20S%2C%20Birmingham%2C%20AL%2035205
New York Butcher Shoppe,"2415 Montevallo Rd, Mountain Brook, AL 35223",,,,,,Deli/Butcher,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=New%20York%20Butcher%20Shoppe%202415%20Montevallo%20Rd%2C%20Mountain%20Brook%2C%20AL%2035223
New York Butcher Shoppe (Cahaba Heights),"3158 Heights Village, Birmingham, AL 35243",,,,https://www.butchershopbirmingham.com,205-206-4807,Market/Deli,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=New%20York%20Butcher%20Shoppe%20(Cahaba%20Heights)%203158%20Heights%20Village%2C%20Birmingham%2C%20AL%2035243
Newk's,"Newk's, Arby's Drive Thru, Automotive Historic District, Five Points South, Birmingham, Jefferson County, Alabama, 35233, United States",33.5073133,-86.7986475,,https://www.newks.com/,,,https://www.openstreetmap.org/way/625808856,https://www.google.com/maps/search/?api=1&query=Newk's%2033.5073133%2C-86.7986475
Niki’s West,"233 Finley Ave W, Birmingham, AL 35204",33.5358026,-86.8401562,Mo-Fr 10:30-17:00,https://nikiswest.com,,steak_house;seafood,https://www.openstreetmap.org/node/5912859187,https://www.google.com/maps/search/?api=1&query=Niki%E2%80%99s%20West%2033.5358026%2C-86.8401562
Nola Ice – Broad Street Peaux Boys,"3028 26th Ave N, Birmingham, AL 35207",,,,,,Cajun / Sandwiches,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Nola%20Ice%20%E2%80%93%20Broad%20Street%20Peaux%20Boys%203028%2026th%20Ave%20N%2C%20Birmingham%2C%20AL%2035207
Nori Hibachi Ramen Sushi,"Nori Hibachi Ramen Sushi, Cahaba River Estates, Hoover, Shelby County, Alabama, 35244, United States",33.3609629,-86.8267738,,,,,https://www.openstreetmap.org/node/13187015971,https://www.google.com/maps/search/?api=1&query=Nori%20Hibachi%20Ramen%20Sushi%2033.3609629%2C-86.8267738
Nori Thai and Sushi,"4704 Cahaba River Rd, Birmingham, AL 35243",,,,inorified.com,(205) 970-7570,Thai & Sushi,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Nori%20Thai%20and%20Sushi%204704%20Cahaba%20River%20Rd%2C%20Birmingham%2C%20AL%2035243
Ocean,"1218 20th St S, Birmingham, AL 35205",33.4987573,-86.7956587,,http://www.oceanbirmingham.com/,(205) 933-0999,seafood,https://www.openstreetmap.org/node/6006268335,https://www.google.com/maps/search/?api=1&query=Ocean%2033.4987573%2C-86.7956587
Okinawa Sushi & Hibachi Steakhouse,"2760 John Hawkins Pkwy, Hoover, AL 35244",,,,,,Japanese / Sushi,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Okinawa%20Sushi%20%26%20Hibachi%20Steakhouse%202760%20John%20Hawkins%20Pkwy%2C%20Hoover%2C%20AL%2035244
Olive Branch,"3236 Cahaba Heights Rd, Birmingham, AL 35243",,,,https://olivebranchbham.com,,Mediterranean/Greek,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Olive%20Branch%203236%20Cahaba%20Heights%20Rd%2C%20Birmingham%2C%20AL%2035243
Olive Garden,"Olive Garden, Galleria Circle, Hoover, Jefferson County, Alabama, 35244, United States",33.3791219,-86.8056599,,,,italian,https://www.openstreetmap.org/way/678027057,https://www.google.com/maps/search/?api=1&query=Olive%20Garden%2033.3791219%2C-86.8056599
On Tap Bar & Grille,"On Tap Bar & Grille, Main Street, Fultondale, Jefferson County, Alabama, 35068, United States",33.6087374,-86.8008473,,,,,https://www.openstreetmap.org/way/885665732,https://www.google.com/maps/search/?api=1&query=On%20Tap%20Bar%20%26%20Grille%2033.6087374%2C-86.8008473
Ono Poke,"325 Summit Blvd, Birmingham, AL 35243",,,,http://theonopoke.com,(205) 538-5566,"Hawaiian, Poke",BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Ono%20Poke%20325%20Summit%20Blvd%2C%20Birmingham%2C%20AL%2035243
Outback Steakhouse,"245 20th Street South, Birmingham, AL, 35233",33.5102908,-86.8025305,Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 11:00-21:00,https://locations.outback.com/alabama/birmingham/245-20th-street-south,+1 205-453-8032,american;steak,https://www.openstreetmap.org/node/12861909080,https://www.google.com/maps/search/?api=1&query=Outback%20Steakhouse%2033.5102908%2C-86.8025305
OvenBird,"2810 3rd Ave S, Birmingham, AL 35233",,,,https://www.ovenbirdrestaurant.com,205-957-6686,Spanish / Live-fire Small Plates,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=OvenBird%202810%203rd%20Ave%20S%2C%20Birmingham%2C%20AL%2035233
Over Easy,"358 Hollywood Boulevard, Birmingham, AL, 35223",33.4829961,-86.7777162,,,,,https://www.openstreetmap.org/node/3570296993,https://www.google.com/maps/search/?api=1&query=Over%20Easy%2033.4829961%2C-86.7777162
P.F. Chang's,"233 Summit Boulevard, Birmingham, AL, 35243",33.446636,-86.7312919,,https://www.pfchangs.com/locations/us/al/birmingham/233-summit-blvd/3600-birmingham.html,,asian,https://www.openstreetmap.org/way/234147320,https://www.google.com/maps/search/?api=1&query=P.F.%20Chang's%2033.446636%2C-86.7312919
Pappadeaux Seafood Kitchen,"3500 Grandview Parkway, Birmingham, AL, 35243",33.4400179,-86.7241793,,https://pappadeaux.com/location/137,,seafood,https://www.openstreetmap.org/way/264942685,https://www.google.com/maps/search/?api=1&query=Pappadeaux%20Seafood%20Kitchen%2033.4400179%2C-86.7241793
Pappas' Grill,"1066 Montgomery Hwy, Vestavia Hills, AL 35216",,,,https://www.thepappasgrill.com,(205) 823-4458,"Greek, Mediterranean",BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Pappas'%20Grill%201066%20Montgomery%20Hwy%2C%20Vestavia%20Hills%2C%20AL%2035216
Paramount,"200 20th Street North, Birmingham, 35203",33.5154262,-86.8066058,,https://paramountbirmingham.com,205-320-2824,burger;bar_and_grill,https://www.openstreetmap.org/node/3136021093,https://www.google.com/maps/search/?api=1&query=Paramount%2033.5154262%2C-86.8066058
Pastry Art Bake Shoppe,"1917 29th Ave S, Homewood, AL 35209",,,,https://www.pastryartcakes.com,205-877-3852,Bakery / Desserts,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Pastry%20Art%20Bake%20Shoppe%201917%2029th%20Ave%20S%2C%20Homewood%2C%20AL%2035209
Paw Paw Patch,"Paw Paw Patch, Green Springs Highway, Edgemont, Homewood, Jefferson County, Alabama, 35209, United States",33.464651,-86.821657,,,,,https://www.openstreetmap.org/node/3374938193,https://www.google.com/maps/search/?api=1&query=Paw%20Paw%20Patch%2033.464651%2C-86.821657
Pazzo! Big Slice Pizza,"1678 Montgomery Highway, Birmingham, AL, 35216",33.3915552,-86.8072756,"Su-Th 11:00-21:00; Fr, Sa 11:00-22:00",https://www.pazzobigslicepizzaal.com/,-3890,pizza,https://www.openstreetmap.org/node/7888280045,https://www.google.com/maps/search/?api=1&query=Pazzo!%20Big%20Slice%20Pizza%2033.3915552%2C-86.8072756
Pinchgut Pies,"Pinchgut Pies, Beech Street, Trussville, Jefferson County, Alabama, 35173, United States",33.6179601,-86.6091592,,,,pizza,https://www.openstreetmap.org/way/1391274604,https://www.google.com/maps/search/?api=1&query=Pinchgut%20Pies%2033.6179601%2C-86.6091592
Pizza Grace,"212 24th St N, Birmingham, AL 35203",,,,https://www.pizzagrace.com,,Pizza,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Pizza%20Grace%20212%2024th%20St%20N%2C%20Birmingham%2C%20AL%2035203
Pizza Hut,"873 Dennison Avenue Southwest, Birmingham, AL, 35211",33.4794806,-86.8415977,"Su-Th 11:00-22:00; Fr, Sa 11:00-23:00",https://locations.pizzahut.com/al/birmingham/873-dennison-ave-sw,-5610,pizza,https://www.openstreetmap.org/node/7128546526,https://www.google.com/maps/search/?api=1&query=Pizza%20Hut%2033.4794806%2C-86.8415977
Pollo Lucas,"3305 Lorna Rd, Hoover, AL 35216",,,,,,Mexican / Latin American,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Pollo%20Lucas%203305%20Lorna%20Rd%2C%20Hoover%2C%20AL%2035216
Pop’s Neighborhood Grill,"1207 20th St S, Birmingham, AL 35205",,,,,,Burgers / American,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Pop%E2%80%99s%20Neighborhood%20Grill%201207%2020th%20St%20S%2C%20Birmingham%2C%20AL%2035205
Post Office Pies,"270 Rele St, Mountain Brook, AL 35223",33.5243392,-86.7739784,,https://postofficepies.com/,205-848-2092,pizza,https://www.openstreetmap.org/way/622115798,https://www.google.com/maps/search/?api=1&query=Post%20Office%20Pies%2033.5243392%2C-86.7739784
Pupuseria Lupita,"3002 Pelham Pkwy, Pelham, AL 35124",,,,https://www.pupuserialupita.com,,Salvadoran / Latin,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Pupuseria%20Lupita%203002%20Pelham%20Pkwy%2C%20Pelham%2C%20AL%2035124
Purple Onion,"Purple Onion, Lorna Road, Hoover, Jefferson County, Alabama, 35216, United States",33.406885,-86.8057985,,,,greek,https://www.openstreetmap.org/way/825492507,https://www.google.com/maps/search/?api=1&query=Purple%20Onion%2033.406885%2C-86.8057985
Ranelli's,"1225 20th St S, Birmingham, AL 35205",,,,https://ranellisdeli.com,(205) 933-6983,"Italian, Deli",BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Ranelli's%201225%2020th%20St%20S%2C%20Birmingham%2C%20AL%2035205
Ranelli's Deli,"Ranelli's Deli, 13th Avenue South, Phelan Park Historic District, Five Points South, Birmingham, Jefferson County, Alabama, 35205, United States",33.4988119,-86.7950231,,,,sandwich,https://www.openstreetmap.org/way/973348331,https://www.google.com/maps/search/?api=1&query=Ranelli's%20Deli%2033.4988119%2C-86.7950231
Real & Rosemary,"1922 29th Ave S, Birmingham, AL 35209",33.4514276,-86.7286446,Tu-Sa 11:00-20:00; Su 11:00-15:00,https://www.realandrosemary.com/,-8124,american,https://www.openstreetmap.org/node/8849629456,https://www.google.com/maps/search/?api=1&query=Real%20%26%20Rosemary%2033.4514276%2C-86.7286446
Red Lobster,"Red Lobster, Montgomery Highway, Vestavia Lake, Southridge, Vestavia Hills, Jefferson County, Alabama, 35216, United States",33.4385856,-86.7898455,,,,seafood,https://www.openstreetmap.org/way/828893846,https://www.google.com/maps/search/?api=1&query=Red%20Lobster%2033.4385856%2C-86.7898455
Red Mountain Grill,"Birmingham-Shuttlesworth International Airport, 5900, Messer Airport Highway, Kingsway Terrace, Birmingham, Jefferson County, Alabama, 35212, United States",33.5624658,-86.7524051,,,,barbecue,https://www.openstreetmap.org/node/11699250731,https://www.google.com/maps/search/?api=1&query=Red%20Mountain%20Grill%2033.5624658%2C-86.7524051
Red Pearl Restaurant,"243 W Valley Ave, Homewood, AL 35209",,,,https://www.superorientalmkt.com,(205) 945-9558,Chinese,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Red%20Pearl%20Restaurant%20243%20W%20Valley%20Ave%2C%20Homewood%2C%20AL%2035209
Red Sea Ethiopian and Mediterranean Restaurant and Market,"22 Green Springs Highway, Birmingham, 35209",33.4741338,-86.8269232,11:00-21:00,https://www.redsearestaurantal.com,(205) 848-5154,international;ethiopian,https://www.openstreetmap.org/node/5256878805,https://www.google.com/maps/search/?api=1&query=Red%20Sea%20Ethiopian%20and%20Mediterranean%20Restaurant%20and%20Market%2033.4741338%2C-86.8269232
Restaurante Machete,"Restaurante Machete, West Valley Avenue, Edgemont, Homewood, Jefferson County, Alabama, 35209, United States",33.4707148,-86.826333,,,,mexican,https://www.openstreetmap.org/node/4839324587,https://www.google.com/maps/search/?api=1&query=Restaurante%20Machete%2033.4707148%2C-86.826333
Rodney Scott's BBQ,"3719 3rd Avenue South, Birmingham, AL, 35222",33.6191689,-86.6120303,11:00-21:00,https://rodneyscottsbbq.com/,,barbecue,https://www.openstreetmap.org/way/1418513034,https://www.google.com/maps/search/?api=1&query=Rodney%20Scott's%20BBQ%2033.6191689%2C-86.6120303
Rodney Scott's Whole Hog BBQ,"2701 18th St S, Homewood, AL 35209",,,,https://rodneyscottsbbq.com,205-922-7733,Barbecue,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Rodney%20Scott's%20Whole%20Hog%20BBQ%202701%2018th%20St%20S%2C%20Homewood%2C%20AL%2035209
Rojo,2921 Highland Avenue South,33.5061745,-86.7809392,Tu-Su 11:00-22:00,https://www.rojobirmingham.com/,-5265,american;mexican,https://www.openstreetmap.org/node/6214910536,https://www.google.com/maps/search/?api=1&query=Rojo%2033.5061745%2C-86.7809392
Ruscelli’s,"2031 Richard Arrington Jr Blvd S, Birmingham, AL 35205",,,,ruscellis.com,,Italian,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Ruscelli%E2%80%99s%202031%20Richard%20Arrington%20Jr%20Blvd%20S%2C%20Birmingham%2C%20AL%2035205
Rusty’s Bar-B-Q,"7484 Parkway Dr, Leeds, AL 35094",,,,https://www.rustysbarbq.com,(205) 699-4766,Barbecue,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Rusty%E2%80%99s%20Bar-B-Q%207484%20Parkway%20Dr%2C%20Leeds%2C%20AL%2035094
Saigon Noodle House,"4606 Highway 280 S, Birmingham, AL 35242",33.4279989,-86.7095097,,https://www.saigonnoodlehouse.com,,Vietnamese,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Saigon%20Noodle%20House%204606%20Highway%20280%20S%2C%20Birmingham%2C%20AL%2035242
Salem’s Diner,"2913 18th St S, Homewood, AL 35209 (Salem's Diner)",,,,salemsdiner.com,(205) 870-8787,Diner / Breakfast,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Salem%E2%80%99s%20Diner%202913%2018th%20St%20S%2C%20Homewood%2C%20AL%2035209%20(Salem's%20Diner)
Salvatore's,"1024 20th St S, Birmingham, AL 35205",,,,,,Italian,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Salvatore's%201024%2020th%20St%20S%2C%20Birmingham%2C%20AL%2035205
Salvatore's Pizza & Pasta,"2153 Valleydale Rd, Hoover, AL 35244",,,,https://salvatorespizzahoover.com,,Italian,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Salvatore's%20Pizza%20%26%20Pasta%202153%20Valleydale%20Rd%2C%20Hoover%2C%20AL%2035244
Sam’s Deli & Grill,"Near UAB campus, Birmingham, AL 35205",,,,(search: “Sam’s Deli & Grill Birmingham AL”),,Mediterranean / Sandwiches,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Sam%E2%80%99s%20Deli%20%26%20Grill%20Near%20UAB%20campus%2C%20Birmingham%2C%20AL%2035205
Sam's Super Samwiches,"1625 28th Ave S, Homewood, AL 35209",,,,https://samssupersamwiches.com,,American/Diner,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Sam's%20Super%20Samwiches%201625%2028th%20Ave%20S%2C%20Homewood%2C%20AL%2035209
Sammy’s Sandwich Shop,"4921 Messer Airport Hwy, Birmingham, AL 35212",,,,,,Sandwiches,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Sammy%E2%80%99s%20Sandwich%20Shop%204921%20Messer%20Airport%20Hwy%2C%20Birmingham%2C%20AL%2035212
Samurai Japan,"1845 Montgomery Hwy, Hoover, AL 35244",,,,(search: “Samurai Japan Hoover AL”),,Japanese / Hibachi,BirminghamRestaurants.csv,https://www.google.com/maps/search/?api=1&query=Samurai%20Japan%201845%20Montgomery%20Hwy%2C%20Hoover%2C%20AL%2035244
